id,port_id,data_src_c,port_coor_,cntr_code,port_name,rep_mar_l,source,traffic,geom
81,DKLYO,2109,8,DK,Lyngs Odde Havn,,GISCO,0,0103000020E86400000100000021000000A011122255C02041EDA1451C87785741845722B42EC02041EFCB7D5656785741772764E4BCBF2041D346887027785741B217831204BF20414AEFC637FC775741B017BE580BBE20412B217055D6775741B5A60746DCBC20412B81373EB777574172EAFC7F82BB2041325FFB23A077574193C150500BBA2041309903EA91775741A011122285B82041EDA1451C8D775741AD61D3F3FEB62041309903EA91775741CE3827C487B52041325FFB23A07757418B7C1CFE2DB420412B81373EB7775741900B66EBFEB220412B217055D67757418E0BA13106B220414AEFC637FC775741C9FBBF5F4DB12041D346887027785741BCCB0190DBB02041EFCB7D5656785741A0111222B5B02041EDA1451C87785741BCCB0190DBB02041EB770DE2B7785741C9FBBF5F4DB1204107FD02C8E67857418E0BA13106B220419054C40012795741900B66EBFEB22041AF221BE3377957418B7C1CFE2DB42041AFC253FA56795741CE3827C487B52041A8E48F146E795741AD61D3F3FEB62041AAAA874E7C795741A011122285B82041EDA1451C8179574193C150500BBA2041AAAA874E7C79574172EAFC7F82BB2041A8E48F146E795741B5A60746DCBC2041AFC253FA56795741B017BE580BBE2041AF221BE337795741B217831204BF20419054C40012795741772764E4BCBF204107FD02C8E6785741845722B42EC02041EB770DE2B7785741A011122255C02041EDA1451C87785741
82,DKMAS,2109,6,DK,Masnedøværkets Havn,,GISCO,0,0103000020E864000001000000210000006A177378F0EB24410A467BA5CD4357414E5D830ACAEB24410C70B3DF9C435741412DC53A58EB2441F0EABDF96D4357417C1DE4689FEA24416793FCC0424357417A1D1FAFA6E9244148C5A5DE1C4357417FAC689C77E8244148256DC7FD4257413CF05DD61DE724414F0331ADE64257415DC7B1A6A6E524414D3D3973D84257416A17737820E424410A467BA5D34257417767344A9AE224414D3D3973D8425741983E881A23E124414F0331ADE642574155827D54C9DF244148256DC7FD4257415A11C7419ADE244148C5A5DE1C43574158110288A1DD24416793FCC042435741930121B6E8DC2441F0EABDF96D43574186D162E676DC24410C70B3DF9C4357416A17737850DC24410A467BA5CD43574186D162E676DC2441081C436BFE435741930121B6E8DC244124A138512D44574158110288A1DD2441ADF8F989584457415A11C7419ADE2441CCC6506C7E44574155827D54C9DF2441CC6689839D445741983E881A23E12441C588C59DB44457417767344A9AE22441C74EBDD7C24457416A17737820E424410A467BA5C74457415DC7B1A6A6E52441C74EBDD7C24457413CF05DD61DE72441C588C59DB44457417FAC689C77E82441CC6689839D4457417A1D1FAFA6E92441CCC6506C7E4457417C1DE4689FEA2441ADF8F98958445741412DC53A58EB244124A138512D4457414E5D830ACAEB2441081C436BFE4357416A177378F0EB24410A467BA5CD435741
83,DKMID,2108,6,DK,Middelfart,,GISCO,0,0103000020E86400000100000021000000C4E3A86F9FB020418D2A743D5A775741A829B90179B020418F54AC77297757419BF9FA3107B0204173CFB691FA765741D6E919604EAF2041EA77F558CF765741D4E954A655AE2041CBA99E76A9765741D9789E9326AD2041CB09665F8A76574196BC93CDCCAB2041D2E7294573765741B793E79D55AA2041D021320B65765741C4E3A86FCFA820418D2A743D60765741D1336A4149A72041D021320B65765741F20ABE11D2A52041D2E7294573765741AF4EB34B78A42041CB09665F8A765741B4DDFC3849A32041CBA99E76A9765741B2DD377F50A22041EA77F558CF765741EDCD56AD97A1204173CFB691FA765741E09D98DD25A120418F54AC7729775741C4E3A86FFFA020418D2A743D5A775741E09D98DD25A120418B003C038B775741EDCD56AD97A12041A78531E9B9775741B2DD377F50A2204130DDF221E5775741B4DDFC3849A320414FAB49040B785741AF4EB34B78A420414F4B821B2A785741F20ABE11D2A52041486DBE3541785741D1336A4149A720414A33B66F4F785741C4E3A86FCFA820418D2A743D54785741B793E79D55AA20414A33B66F4F78574196BC93CDCCAB2041486DBE3541785741D9789E9326AD20414F4B821B2A785741D4E954A655AE20414FAB49040B785741D6E919604EAF204130DDF221E57757419BF9FA3107B02041A78531E9B9775741A829B90179B020418B003C038B775741C4E3A86F9FB020418D2A743D5A775741
84,DKMNS,9998,8,DK,Masnedsund,Masnedsund,GISCO,1,0103000020E864000001000000210000000C3FAC35E3F32441823DE71381445741F084BCC7BCF3244184671F4E50445741E354FEF74AF3244168E22968214457411E451D2692F22441DF8A682FF64357411C45586C99F12441C0BC114DD043574121D4A1596AF02441C01CD935B1435741DE17979310EF2441C7FA9C1B9A435741FFEEEA6399ED2441C534A5E18B4357410C3FAC3513EC2441823DE71387435741198F6D078DEA2441C534A5E18B4357413A66C1D715E92441C7FA9C1B9A435741F7A9B611BCE72441C01CD935B1435741FC3800FF8CE62441C0BC114DD0435741FA383B4594E52441DF8A682FF643574135295A73DBE4244168E229682144574128F99BA369E4244184671F4E504457410C3FAC3543E42441823DE7138144574128F99BA369E424418013AFD9B144574135295A73DBE424419C98A4BFE0445741FA383B4594E5244125F065F80B455741FC3800FF8CE6244144BEBCDA31455741F7A9B611BCE72441445EF5F1504557413A66C1D715E924413D80310C68455741198F6D078DEA24413F462946764557410C3FAC3513EC2441823DE7137B455741FFEEEA6399ED24413F46294676455741DE17979310EF24413D80310C6845574121D4A1596AF02441445EF5F1504557411C45586C99F1244144BEBCDA314557411E451D2692F2244125F065F80B455741E354FEF74AF324419C98A4BFE0445741F084BCC7BCF324418013AFD9B14457410C3FAC35E3F32441823DE71381445741
85,DKMOM,5106,7,DK,Mommark,,GISCO,0,0103000020E864000001000000210000000CAE5C140A5521414BA231A5DB385741F0F36CA6E35421414DCC69DFAA385741E3C3AED671542141314774F97B3857411EB4CD04B9532141A8EFB2C0503857411CB4084BC052214189215CDE2A3857412143523891512141898123C70B385741DE86477237502141905FE7ACF4375741FF5D9B42C04E21418E99EF72E63757410CAE5C143A4D21414BA231A5E137574119FE1DE6B34B21418E99EF72E63757413AD571B63C4A2141905FE7ACF4375741F71867F0E2482141898123C70B385741FCA7B0DDB347214189215CDE2A385741FAA7EB23BB462141A8EFB2C05038574135980A5202462141314774F97B38574128684C82904521414DCC69DFAA3857410CAE5C146A4521414BA231A5DB38574128684C82904521414978F96A0C39574135980A520246214165FDEE503B395741FAA7EB23BB462141EE54B08966395741FCA7B0DDB34721410D23076C8C395741F71867F0E24821410DC33F83AB3957413AD571B63C4A214106E57B9DC239574119FE1DE6B34B214108AB73D7D03957410CAE5C143A4D21414BA231A5D5395741FF5D9B42C04E214108AB73D7D0395741DE8647723750214106E57B9DC239574121435238915121410DC33F83AB3957411CB4084BC05221410D23076C8C3957411EB4CD04B9532141EE54B08966395741E3C3AED67154214165FDEE503B395741F0F36CA6E35421414978F96A0C3957410CAE5C140A5521414BA231A5DB385741
86,DKMRR,2109,5,DK,Mariager,,GISCO,0,0103000020E86400000100000021000000088C45C81B2121416A154DB7B2F35741ECD1555AF52021416C3F85F181F35741DFA1978A8320214150BA8F0B53F357411A92B6B8CA1F2141C762CED227F357411892F1FED11E2141A89477F001F357411D213BECA21D2141A8F43ED9E2F25741DA643026491C2141AFD202BFCBF25741FB3B84F6D11A2141AD0C0B85BDF25741088C45C84B1921416A154DB7B8F2574115DC069AC5172141AD0C0B85BDF2574136B35A6A4E162141AFD202BFCBF25741F3F64FA4F4142141A8F43ED9E2F25741F8859991C5132141A89477F001F35741F685D4D7CC122141C762CED227F357413176F3051412214150BA8F0B53F3574124463536A21121416C3F85F181F35741088C45C87B1121416A154DB7B2F3574124463536A211214168EB147DE3F357413176F3051412214184700A6312F45741F685D4D7CC1221410DC8CB9B3DF45741F8859991C51321412C96227E63F45741F3F64FA4F41421412C365B9582F4574136B35A6A4E162141255897AF99F4574115DC069AC5172141271E8FE9A7F45741088C45C84B1921416A154DB7ACF45741FB3B84F6D11A2141271E8FE9A7F45741DA643026491C2141255897AF99F457411D213BECA21D21412C365B9582F457411892F1FED11E21412C96227E63F457411A92B6B8CA1F21410DC8CB9B3DF45741DFA1978A8320214184700A6312F45741ECD1555AF520214168EB147DE3F35741088C45C81B2121416A154DB7B2F35741
87,DKMRS,2108,1,DK,Marstal,Marstal,GISCO,1,0103000020E864000001000000210000002F9BD4C7A1452241374822706331574113E1E4597B45224139725AAA3231574106B1268A094522411DED64C40331574141A145B8504422419495A38BD83057413FA180FE5743224175C74CA9B23057414430CAEB2842224175271492933057410174BF25CF4022417C05D8777C305741224B13F6573F22417A3FE03D6E3057412F9BD4C7D13D224137482270693057413CEB95994B3C22417A3FE03D6E3057415DC2E969D43A22417C05D8777C3057411A06DFA37A39224175271492933057411F9528914B38224175C74CA9B23057411D9563D7523722419495A38BD8305741588582059A3622411DED64C4033157414B55C4352836224139725AAA323157412F9BD4C70136224137482270633157414B55C43528362241351EEA3594315741588582059A36224151A3DF1BC33157411D9563D752372241DAFAA054EE3157411F9528914B382241F9C8F736143257411A06DFA37A392241F968304E333257415DC2E969D43A2241F28A6C684A3257413CEB95994B3C2241F45064A2583257412F9BD4C7D13D2241374822705D325741224B13F6573F2241F45064A2583257410174BF25CF402241F28A6C684A3257414430CAEB28422241F968304E333257413FA180FE57432241F9C8F7361432574141A145B850442241DAFAA054EE31574106B1268A0945224151A3DF1BC331574113E1E4597B452241351EEA35943157412F9BD4C7A14522413748227063315741
88,DKNAK,2108,6,DK,Nakskov,,GISCO,0,0103000020E864000001000000210000005C08B5E2C27A2341C67420185A2F5741404EC5749C7A2341C89E5852292F5741331E07A52A7A2341AC19636CFA2E57416E0E26D37179234123C2A133CF2E57416C0E61197978234104F44A51A92E5741719DAA064A7723410454123A8A2E57412EE19F40F07523410B32D61F732E57414FB8F31079742341096CDEE5642E57415C08B5E2F2722341C6742018602E5741695876B46C712341096CDEE5642E57418A2FCA84F56F23410B32D61F732E57414773BFBE9B6E23410454123A8A2E57414C0209AC6C6D234104F44A51A92E57414A0244F2736C234123C2A133CF2E574185F26220BB6B2341AC19636CFA2E574178C2A450496B2341C89E5852292F57415C08B5E2226B2341C67420185A2F574178C2A450496B2341C44AE8DD8A2F574185F26220BB6B2341E0CFDDC3B92F57414A0244F2736C234169279FFCE42F57414C0209AC6C6D234188F5F5DE0A3057414773BFBE9B6E234188952EF6293057418A2FCA84F56F234181B76A1041305741695876B46C712341837D624A4F3057415C08B5E2F2722341C6742018543057414FB8F31079742341837D624A4F3057412EE19F40F075234181B76A1041305741719DAA064A77234188952EF6293057416C0E61197978234188F5F5DE0A3057416E0E26D37179234169279FFCE42F5741331E07A52A7A2341E0CFDDC3B92F5741404EC5749C7A2341C44AE8DD8A2F57415C08B5E2C27A2341C67420185A2F5741
89,DKNBG,2110,1,DK,Nyborg,Nyborg,GISCO,1,0103000020E86400000100000021000000C61A059401C222411DCA1BA4A7625741AA601526DBC122411FF453DE766257419D30575669C12241036F5EF847625741D8207684B0C022417A179DBF1C625741D620B1CAB7BF22415B4946DDF6615741DBAFFAB788BE22415BA90DC6D761574198F3EFF12EBD22416287D1ABC0615741B9CA43C2B7BB224160C1D971B2615741C61A059431BA22411DCA1BA4AD615741D36AC665ABB8224160C1D971B2615741F4411A3634B722416287D1ABC0615741B1850F70DAB522415BA90DC6D7615741B614595DABB422415B4946DDF6615741B41494A3B2B322417A179DBF1C625741EF04B3D1F9B22241036F5EF847625741E2D4F40188B222411FF453DE76625741C61A059461B222411DCA1BA4A7625741E2D4F40188B222411BA0E369D8625741EF04B3D1F9B222413725D94F07635741B41494A3B2B32241C07C9A8832635741B614595DABB42241DF4AF16A58635741B1850F70DAB52241DFEA298277635741F4411A3634B72241D80C669C8E635741D36AC665ABB82241DAD25DD69C635741C61A059431BA22411DCA1BA4A1635741B9CA43C2B7BB2241DAD25DD69C63574198F3EFF12EBD2241D80C669C8E635741DBAFFAB788BE2241DFEA298277635741D620B1CAB7BF2241DF4AF16A58635741D8207684B0C02241C07C9A88326357419D30575669C122413725D94F07635741AA601526DBC122411BA0E369D8625741C61A059401C222411DCA1BA4A7625741
90,DKNDB,9998,1,DK,"Nordby Havn, Fanø","Nordby Havn, Fanø",GISCO,1,0103000020E864000001000000210000008C599E86084F1C41981A44C1AF71574154E5BEAABB4E1C419A447CFB7E7157413B85420BD84D1C417EBF861550715741B1658067664C1C41F567C5DC24715741AC65F6F3744A1C41D6996EFAFE705741B58389CE16481C41D6F935E3DF705741300B744263451C41DDD7F9C8C870574172B91BE374421C41DB11028FBA7057418C599E86683F1C41981A44C1B5705741A6F9202A5C3C1C41DB11028FBA705741E8A7C8CA6D391C41DDD7F9C8C8705741632FB33EBA361C41D6F935E3DF7057416C4D46195C341C41D6996EFAFE705741674DBCA56A321C41F567C5DC24715741DD2DFA01F9301C417EBF861550715741C4CD7D6215301C419A447CFB7E7157418C599E86C82F1C41981A44C1AF715741C4CD7D6215301C4196F00B87E0715741DD2DFA01F9301C41B275016D0F725741674DBCA56A321C413BCDC2A53A7257416C4D46195C341C415A9B198860725741632FB33EBA361C415A3B529F7F725741E8A7C8CA6D391C41535D8EB996725741A6F9202A5C3C1C41552386F3A47257418C599E86683F1C41981A44C1A972574172B91BE374421C41552386F3A4725741300B744263451C41535D8EB996725741B58389CE16481C415A3B529F7F725741AC65F6F3744A1C415A9B198860725741B1658067664C1C413BCDC2A53A7257413B85420BD84D1C41B275016D0F72574154E5BEAABB4E1C4196F00B87E07157418C599E86084F1C41981A44C1AF715741
91,DKNEX,2110,3,DK,Neksø,,GISCO,0,0103000020E864000001000000210000009E9399B61B3E2B4108CE16992458574182D9A948F53D2B410AF84ED3F357574175A9EB78833D2B41EE7259EDC4575741B0990AA7CA3C2B41651B98B499575741AE9945EDD13B2B41464D41D273575741B3288FDAA23A2B4146AD08BB54575741706C841449392B414D8BCCA03D5757419143D8E4D1372B414BC5D4662F5757419E9399B64B362B4108CE16992A575741ABE35A88C5342B414BC5D4662F575741CCBAAE584E332B414D8BCCA03D57574189FEA392F4312B4146AD08BB545757418E8DED7FC5302B41464D41D2735757418C8D28C6CC2F2B41651B98B499575741C77D47F4132F2B41EE7259EDC4575741BA4D8924A22E2B410AF84ED3F35757419E9399B67B2E2B4108CE169924585741BA4D8924A22E2B4106A4DE5E55585741C77D47F4132F2B412229D444845857418C8D28C6CC2F2B41AB80957DAF5857418E8DED7FC5302B41CA4EEC5FD558574189FEA392F4312B41CAEE2477F4585741CCBAAE584E332B41C31061910B595741ABE35A88C5342B41C5D658CB195957419E9399B64B362B4108CE16991E5957419143D8E4D1372B41C5D658CB19595741706C841449392B41C31061910B595741B3288FDAA23A2B41CAEE2477F4585741AE9945EDD13B2B41CA4EEC5FD5585741B0990AA7CA3C2B41AB80957DAF58574175A9EB78833D2B412229D4448458574182D9A948F53D2B4106A4DE5E555857419E9399B61B3E2B4108CE169924585741
92,DKNRS,5106,1,DK,Nørresundby,Nørresundby,GISCO,1,0103000020E864000001000000210000001FA4FBFD0D0421417908D4FF931F584103EA0B90E70321417B320C3A631F5841F6B94DC0750321415FAD1654341F584131AA6CEEBC022141D655551B091F58412FAAA734C4012141B787FE38E31E58413439F12195002141B7E7C521C41E5841F17CE65B3BFF2041BEC58907AD1E584112543A2CC4FD2041BCFF91CD9E1E58411FA4FBFD3DFC20417908D4FF991E58412CF4BCCFB7FA2041BCFF91CD9E1E58414DCB10A040F92041BEC58907AD1E58410A0F06DAE6F72041B7E7C521C41E58410F9E4FC7B7F62041B787FE38E31E58410D9E8A0DBFF52041D655551B091F5841488EA93B06F520415FAD1654341F58413B5EEB6B94F420417B320C3A631F58411FA4FBFD6DF420417908D4FF931F58413B5EEB6B94F4204177DE9BC5C41F5841488EA93B06F52041936391ABF31F58410D9E8A0DBFF520411CBB52E41E2058410F9E4FC7B7F620413B89A9C6442058410A0F06DAE6F720413B29E2DD632058414DCB10A040F92041344B1EF87A2058412CF4BCCFB7FA204136111632892058411FA4FBFD3DFC20417908D4FF8D20584112543A2CC4FD20413611163289205841F17CE65B3BFF2041344B1EF87A2058413439F121950021413B29E2DD632058412FAAA734C40121413B89A9C64420584131AA6CEEBC0221411CBB52E41E205841F6B94DC075032141936391ABF31F584103EA0B90E703214177DE9BC5C41F58411FA4FBFD0D0421417908D4FF931F5841
93,DKNUD,9998,1,DK,Næssund,,GISCO,0,0103000020E864000001000000210000004678CA4698B31C41DDE2C72893FE57410E04EB6A4BB31C41DF0C006362FE5741F5A36ECB67B21C41C3870A7D33FE57416B84AC27F6B01C413A30494408FE5741668422B404AF1C411B62F261E2FD57416FA2B58EA6AC1C411BC2B94AC3FD5741EA29A002F3A91C4122A07D30ACFD57412CD847A304A71C4120DA85F69DFD57414678CA46F8A31C41DDE2C72899FD574160184DEAEBA01C4120DA85F69DFD5741A2C6F48AFD9D1C4122A07D30ACFD57411D4EDFFE499B1C411BC2B94AC3FD5741266C72D9EB981C411B62F261E2FD5741216CE865FA961C413A30494408FE5741974C26C288951C41C3870A7D33FE57417EECA922A5941C41DF0C006362FE57414678CA4658941C41DDE2C72893FE57417EECA922A5941C41DBB88FEEC3FE5741974C26C288951C41F73D85D4F2FE5741216CE865FA961C418095460D1EFF5741266C72D9EB981C419F639DEF43FF57411D4EDFFE499B1C419F03D60663FF5741A2C6F48AFD9D1C41982512217AFF574160184DEAEBA01C419AEB095B88FF57414678CA46F8A31C41DDE2C7288DFF57412CD847A304A71C419AEB095B88FF5741EA29A002F3A91C41982512217AFF57416FA2B58EA6AC1C419F03D60663FF5741668422B404AF1C419F639DEF43FF57416B84AC27F6B01C418095460D1EFF5741F5A36ECB67B21C41F73D85D4F2FE57410E04EB6A4BB31C41DBB88FEEC3FE57414678CA4698B31C41DDE2C72893FE5741
94,DKNVD,2108,6,DK,Næstved,,GISCO,0,0103000020E86400000100000021000000068F00935EA12441B9EE1E8AFF5B5741EAD4102538A12441BB1857C4CE5B5741DDA45255C6A024419F9361DE9F5B5741189571830DA02441163CA0A5745B57411695ACC9149F2441F76D49C34E5B57411B24F6B6E59D2441F7CD10AC2F5B5741D867EBF08B9C2441FEABD491185B5741F93E3FC1149B2441FCE5DC570A5B5741068F00938E992441B9EE1E8A055B574113DFC16408982441FCE5DC570A5B574134B6153591962441FEABD491185B5741F1F90A6F37952441F7CD10AC2F5B5741F688545C08942441F76D49C34E5B5741F4888FA20F932441163CA0A5745B57412F79AED0569224419F9361DE9F5B57412249F000E5912441BB1857C4CE5B5741068F0093BE912441B9EE1E8AFF5B57412249F000E5912441B7C4E64F305C57412F79AED056922441D349DC355F5C5741F4888FA20F9324415CA19D6E8A5C5741F688545C089424417B6FF450B05C5741F1F90A6F379524417B0F2D68CF5C574134B615359196244174316982E65C574113DFC1640898244176F760BCF45C5741068F00938E992441B9EE1E8AF95C5741F93E3FC1149B244176F760BCF45C5741D867EBF08B9C244174316982E65C57411B24F6B6E59D24417B0F2D68CF5C57411695ACC9149F24417B6FF450B05C5741189571830DA024415CA19D6E8A5C5741DDA45255C6A02441D349DC355F5C5741EAD4102538A12441B7C4E64F305C5741068F00935EA12441B9EE1E8AFF5B5741
95,DKNYF,2107,6,DK,Nykøbing Falster,,GISCO,0,0103000020E8640000010000002100000013BFD01319EB244180E8D6ACAA295741F704E1A5F2EA244182120FE779295741EAD422D680EA2441668D19014B29574125C54104C8E92441DD3558C81F29574123C57C4ACFE82441BE6701E6F92857412854C637A0E72441BEC7C8CEDA285741E597BB7146E62441C5A58CB4C3285741066F0F42CFE42441C3DF947AB528574113BFD01349E3244180E8D6ACB0285741200F92E5C2E12441C3DF947AB528574141E6E5B54BE02441C5A58CB4C3285741FE29DBEFF1DE2441BEC7C8CEDA28574103B924DDC2DD2441BE6701E6F928574101B95F23CADC2441DD3558C81F2957413CA97E5111DC2441668D19014B2957412F79C0819FDB244182120FE77929574113BFD01379DB244180E8D6ACAA2957412F79C0819FDB24417EBE9E72DB2957413CA97E5111DC24419A4394580A2A574101B95F23CADC2441239B5591352A574103B924DDC2DD24414269AC735B2A5741FE29DBEFF1DE24414209E58A7A2A574141E6E5B54BE024413B2B21A5912A5741200F92E5C2E124413DF118DF9F2A574113BFD01349E3244180E8D6ACA42A5741066F0F42CFE424413DF118DF9F2A5741E597BB7146E624413B2B21A5912A57412854C637A0E724414209E58A7A2A574123C57C4ACFE824414269AC735B2A574125C54104C8E92441239B5591352A5741EAD422D680EA24419A4394580A2A5741F704E1A5F2EA24417EBE9E72DB29574113BFD01319EB244180E8D6ACAA295741
96,DKNYM,2107,6,DK,Nykøbing Mors,,GISCO,0,0103000020E86400000100000021000000292DBC40E7141E416480F2900E035841F1B8DC649A141E4166AA2ACBDD025841D85860C5B6131E414A2535E5AE0258414E399E2145121E41C1CD73AC83025841493914AE53101E41A2FF1CCA5D0258415257A788F50D1E41A25FE4B23E025841CDDE91FC410B1E41A93DA898270258410F8D399D53081E41A777B05E19025841292DBC4047051E416480F2901402584143CD3EE43A021E41A777B05E19025841857BE6844CFF1D41A93DA898270258410003D1F898FC1D41A25FE4B23E025841092164D33AFA1D41A2FF1CCA5D0258410421DA5F49F81D41C1CD73AC830258417A0118BCD7F61D414A2535E5AE02584161A19B1CF4F51D4166AA2ACBDD025841292DBC40A7F51D416480F2900E03584161A19B1CF4F51D416256BA563F0358417A0118BCD7F61D417EDBAF3C6E0358410421DA5F49F81D410733717599035841092164D33AFA1D412601C857BF0358410003D1F898FC1D4126A1006FDE035841857BE6844CFF1D411FC33C89F503584143CD3EE43A021E41218934C303045841292DBC4047051E416480F290080458410F8D399D53081E41218934C303045841CDDE91FC410B1E411FC33C89F50358415257A788F50D1E4126A1006FDE035841493914AE53101E412601C857BF0358414E399E2145121E410733717599035841D85860C5B6131E417EDBAF3C6E035841F1B8DC649A141E416256BA563F035841292DBC40E7141E416480F2900E035841
97,DKODE,2110,3,DK,Odense,Odense,GISCO,1,0103000020E864000001000000210000003F0FFE5B7BF52141E4F89B2A726D574123550EEE54F52141E622D464416D57411625501EE3F42141CA9DDE7E126D574151156F4C2AF4214141461D46E76C57414F15AA9231F321412278C663C16C574154A4F37F02F2214122D88D4CA26C574111E8E8B9A8F0214129B651328B6C574132BF3C8A31EF214127F059F87C6C57413F0FFE5BABED2141E4F89B2A786C57414C5FBF2D25EC214127F059F87C6C57416D3613FEADEA214129B651328B6C57412A7A083854E9214122D88D4CA26C57412F09522525E821412278C663C16C57412D098D6B2CE7214141461D46E76C574168F9AB9973E62141CA9DDE7E126D57415BC9EDC901E62141E622D464416D57413F0FFE5BDBE52141E4F89B2A726D57415BC9EDC901E62141E2CE63F0A26D574168F9AB9973E62141FE5359D6D16D57412D098D6B2CE7214187AB1A0FFD6D57412F09522525E82141A67971F1226E57412A7A083854E92141A619AA08426E57416D3613FEADEA21419F3BE622596E57414C5FBF2D25EC2141A101DE5C676E57413F0FFE5BABED2141E4F89B2A6C6E574132BF3C8A31EF2141A101DE5C676E574111E8E8B9A8F021419F3BE622596E574154A4F37F02F22141A619AA08426E57414F15AA9231F32141A67971F1226E574151156F4C2AF4214187AB1A0FFD6D57411625501EE3F42141FE5359D6D16D574123550EEE54F52141E2CE63F0A26D57413F0FFE5B7BF52141E4F89B2A726D5741
98,DKOMO,9998,7,DK,Omø,,GISCO,0,0103000020E864000001000000210000001C21728D927C2341A069A25AAE5457410067821F6C7C2341A293DA947D545741F336C44FFA7B2341860EE5AE4E5457412E27E37D417B2341FDB62376235457412C271EC4487A2341DEE8CC93FD53574131B667B119792341DE48947CDE535741EEF95CEBBF772341E5265862C75357410FD1B0BB48762341E3606028B95357411C21728DC2742341A069A25AB45357412971335F3C732341E3606028B95357414A48872FC5712341E5265862C7535741078C7C696B702341DE48947CDE5357410C1BC6563C6F2341DEE8CC93FD5357410A1B019D436E2341FDB6237623545741450B20CB8A6D2341860EE5AE4E54574138DB61FB186D2341A293DA947D5457411C21728DF26C2341A069A25AAE54574138DB61FB186D23419E3F6A20DF545741450B20CB8A6D2341BAC45F060E5557410A1B019D436E2341431C213F395557410C1BC6563C6F234162EA77215F555741078C7C696B702341628AB0387E5557414A48872FC57123415BACEC52955557412971335F3C7323415D72E48CA35557411C21728DC2742341A069A25AA85557410FD1B0BB487623415D72E48CA3555741EEF95CEBBF7723415BACEC529555574131B667B119792341628AB0387E5557412C271EC4487A234162EA77215F5557412E27E37D417B2341431C213F39555741F336C44FFA7B2341BAC45F060E5557410067821F6C7C23419E3F6A20DF5457411C21728D927C2341A069A25AAE545741
99,DKORE,5106,6,DK,"Orehoved, Falster",,GISCO,0,0103000020E864000001000000210000008AA3666A9FDC244116A0DAC1443F57416EE976FC78DC244118CA12FC133F574161B9B82C07DC2441FC441D16E53E57419CA9D75A4EDB244173ED5BDDB93E57419AA912A155DA2441541F05FB933E57419F385C8E26D92441547FCCE3743E57415C7C51C8CCD724415B5D90C95D3E57417D53A59855D624415997988F4F3E57418AA3666ACFD4244116A0DAC14A3E574197F3273C49D324415997988F4F3E5741B8CA7B0CD2D124415B5D90C95D3E5741750E714678D02441547FCCE3743E57417A9DBA3349CF2441541F05FB933E5741789DF57950CE244173ED5BDDB93E5741B38D14A897CD2441FC441D16E53E5741A65D56D825CD244118CA12FC133F57418AA3666AFFCC244116A0DAC1443F5741A65D56D825CD24411476A287753F5741B38D14A897CD244130FB976DA43F5741789DF57950CE2441B95259A6CF3F57417A9DBA3349CF2441D820B088F53F5741750E714678D02441D8C0E89F14405741B8CA7B0CD2D12441D1E224BA2B40574197F3273C49D32441D3A81CF4394057418AA3666ACFD4244116A0DAC13E4057417D53A59855D62441D3A81CF4394057415C7C51C8CCD72441D1E224BA2B4057419F385C8E26D92441D8C0E89F144057419AA912A155DA2441D820B088F53F57419CA9D75A4EDB2441B95259A6CF3F574161B9B82C07DC244130FB976DA43F57416EE976FC78DC24411476A287753F57418AA3666A9FDC244116A0DAC1443F5741
100,DKORO,2109,1,DK,Orø,,GISCO,0,0103000020E864000001000000210000005C9AF24A41A7244126B59CE2A195574140E002DD1AA7244128DFD41C7195574133B0440DA9A624410C5ADF36429557416EA0633BF0A5244183021EFE169557416CA09E81F7A424416434C71BF1945741712FE86EC8A3244164948E04D29457412E73DDA86EA224416B7252EABA9457414F4A3179F7A0244169AC5AB0AC9457415C9AF24A719F244126B59CE2A794574169EAB31CEB9D244169AC5AB0AC9457418AC107ED739C24416B7252EABA9457414705FD261A9B244164948E04D29457414C944614EB9924416434C71BF19457414A94815AF298244183021EFE169557418584A088399824410C5ADF36429557417854E2B8C797244128DFD41C719557415C9AF24AA197244126B59CE2A19557417854E2B8C7972441248B64A8D29557418584A0883998244140105A8E019657414A94815AF2982441C9671BC72C9657414C944614EB992441E83572A9529657414705FD261A9B2441E8D5AAC0719657418AC107ED739C2441E1F7E6DA8896574169EAB31CEB9D2441E3BDDE14979657415C9AF24A719F244126B59CE29B9657414F4A3179F7A02441E3BDDE14979657412E73DDA86EA22441E1F7E6DA88965741712FE86EC8A32441E8D5AAC0719657416CA09E81F7A42441E83572A9529657416EA0633BF0A52441C9671BC72C96574133B0440DA9A6244140105A8E0196574140E002DD1AA72441248B64A8D29557415C9AF24A41A7244126B59CE2A1955741
